authorID	forename	initials	surname
87387	Fangmao		Ye
87388	Yuhui		Jin
87389	Sotirios		Totokotsopoulos
87390	Denis		Giguère
87391	Zhe		Lu
87392	Hasan	K.	Arslan
87393	D.C.	Florian	Wieland
87394	Martin	A.	Schroer
87395	Lili		Hou
87396	Christopher	M. Hoffman	Jr.
87397	Balz		Dudle
87398	Kunjanpillai		Rajesh
87399	Dmitry	V.	Kazachkin
87400	Henryk	A.	Witek
87401	Xuehai		Liang
87402	Qinghui		Zhang
87403	Zhengrong		Wei
87404	Takumi		Nakamura
87405	Chuan	Fei	Guo
87406	Sihai		Cao
87407	Haoying		Tang
87408	Shengming		Guo
87409	Carsten		Wittekindt
87410	Swapan	K.	Mandal
87411	Stefan		Goedecker
87412	Shigeru		Tsukamoto
87413	Tsuyoshi		Hasegawa
87414	James	K.	Gimzewski
87415	Masakazu		Aono
87416	Edward	R.	Williams
87417	Jesse	W.	Ondersma
87418	Benjamin		Auer
87419	Laura	E.	Fernandez
87420	Laura	D.	Steffens
87421	Ajay		Sharma
87422	S.	Michael	Soltis
87423	Jiaxu		Zhang
87424	Ion		Danila
87425	François		Riobé
87426	Flavia		Piron
87427	Takahiro		Iwamoto
87428	Yoshiki		Watanabe
87429	Carl	A.	Baxter
87430	Debra	J.	Wallace
87431	Timothy	J.	Wright
87432	Anke		Bill
87433	Heike		Blockus
87434	Dagmar		Stumpfe
87435	Jürgen		Bajorath
87436	Anton		Schmitz
87437	Lijuan		Lin
87438	Dongyu		Zhao
87439	Ti-Hsuan		Ku
87440	Miao-Ping		Chien
87441	Robert	S.	Sinkovits
87442	Norman	H.	Olson
87443	Timothy	S.	Baker
87444	Yogo		Sakakibara
87445	Keith	T.	Gagnon
87446	Hannah	M.	Pendergraff
87447	Christophe		Montaillier
87448	Danielle		Thai
87449	Pierre		Potier
87450	Fei		Meng
87451	Shengyang		Yang
87452	Su		Chen
87453	Xavier		Roy
87454	Joseph	K.-H.	Hui
87455	Muhammad		Rabnawaz
87456	Haibo		Zhou
87457	Qingsong		Mei
87458	Renyong		Liu
87459	Hua-Dong		Xu
87460	Jian-Bei		Xi
87461	Bai-Yan		Ren
87462	Feng-Ping		Lv
87463	Li-Qin		Jiang
87464	Zhi-Yong		Zhang
87465	Wen-Hao		Hu
87466	Yasuhiro		Nishikawa
87467	Julie	B.	Rannes
87468	Avgousta		Ioannou
87469	Simon	C.	Willies
87470	Carsten		Behrens
87471	Ayumi		Takaoka
87472	Keewook		Paeng
87473	Stephen	F.	Swallen
87474	M.	D.	Ediger
87475	Cai-Yan		Gao
87476	Brycelyn	M.	Boardman
87477	Christine	L.	Schenck
87478	Xichuan		Yang
87479	Jiajia		Gao
87480	Haining		Tian
87481	Kevin	K.	Diehn
87482	Tianhong		Chen
87483	Bruno	A. C.	Horta
87484	Matthew	R.	Sheets
87485	Erum	K.	Raja
87486	Naoya		Shindoh
87487	Toshihisa		Osaki
87488	Hirotaka		Sasaki
87489	Masahiro		Takinoue
87490	Satoko		Yoshizawa
87491	Amruta		Joshi-Pangu
87492	Chao-Yuan		Wang
87493	Pradeep	P.	Kapadia
87494	Lindsay	R.	Ditzler
87495	Tobias		Krämer
87496	John		McGrady
87497	James	T.	Masters
87498	Enyi		Ye
87499	Khin	Yin	Win
87500	Hui	Ru	Tan
87501	Choon	Peng	Teng
87502	Adnen		Mlayah
87503	Xueliang		Huang
87504	Jan	D.	Epping
87505	Koji		Endo
87506	Yuto		Sumida
87507	Yihui		Wu
87508	Yuriy		Rebets
87509	Nishanka	Dilini	Ratnayake
87510	Udayanga		Wanninayake
87511	Lily	Yun	Lin
87512	John	N.	Freskos
87513	Jeng	J.	Shieh
87514	Richard	B.	Dorshow
87515	Elizabeth		Castillo-Martínez
87516	Mario		Bieringer
87517	Shahid	P.	Shafi
87518	Lachlan	M.D.	Cranswick
87519	Miguel	Ángel	Alario-Franco
87520	James	M.	MacDonald
87521	Th.	Birendra	Singh
87522	Lynne	J.	Waddington
87523	Giovanni		Maestri
87524	Nicola	Della	Ca’
87525	Kang	R.	Cho
87526	Shuiliang		Yu
87527	Shaoman		Yin
87528	Marco		Plomp
87529	Janet		Moradian-Oldak
87530	Man-Sun		Sy
87531	Misako		Kijima
87532	Ryo		Ohtani
87533	Nao		Horike
87534	Scot	C.	Leary
87535	Paul	A.	Cobine
87536	Dennis	R.	Winge
87537	Cuiji		Sun
87538	Xin		Tian
87539	Yi		Guo
87540	Jianlin		Lei
87541	Ning		Gao
87542	Gregory	J.	Anderson
87543	Xing-Jie		Liang
87544	Chunying		Chen
87545	Guangjun		Nie
87546	Katerina		Busuttil
87547	Mark		Geoghegan
87548	Johannes		Ahrens
87549	Constantin		Romanescu
87550	Wei-Li		Li
87551	Pasquale		Olivelli
87552	Alberto		Zanelli
87553	Mariano		Biasiucci
87554	Denis		Gentili
87555	Pasquale		D’Angelo
87556	Thomas	W.	Myers
87557	Nasrin		Kazem
87558	Lloyd		Lumata
87559	Herbert	C.	Hoffmann
87560	Bassem		Assfour
87561	Fanny		Epperlein
87562	Nicole		Klein
87563	Silvia		Paasch
87564	Irena		Senkovska
87565	Stefan		Kaskel
87566	Yu-Ming		Lee
87567	Debjit		Dutta
87568	Sarah	E.	Wengryniuk
87569	Daniel		Lim
87570	Kazuki		Niimi
87571	Daniel	C. G.	Götz
87572	Simon	P.	Fox
87573	Claudia		Ryppa
87574	Jason	R.	McCarthy
87575	Joshua		Akhigbe
87576	Subhadeep		Banerjee
87577	Pedro		Daddario
87578	Heather	W.	Daniell
87579	Matthias		Zeller
87580	Anthony		Bocahut
87581	Sophie		Bernad
87582	Pierre		Sebban
87583	Sophie		Sacquin-Mora
87584	Faheem		Muhammad
87585	Mingyi		Guo
87586	Wenxiu		Qi
87587	Fuxing		Sun
87588	Aifei		Wang
87589	Yingjie		Guo
87590	Jun		Nozawa
87591	Katsuo		Tsukamoto
87592	Willem	van	Enckevort
87593	Tomoki		Nakamura
87594	Yuki		Kimura
87595	Hitoshi		Miura
87596	Hisao		Satoh
87597	Ken		Nagashima
87598	Makoto		Konoto
87599	J.	Q.	He
87600	J.	R.	Sootsman
87601	L.	Q.	Xu
87602	S.	N.	Girard
87603	J.	C.	Zheng
87604	V.	P.	Dravid
87605	Yuanjin		Zhao
87606	Haosheng		Chen
87607	Laura	L. A.	Adams
87608	Zhongze		Gu
87609	Krystal	L.	Brown
87610	Xing		Zhong
87611	Zory		Shaposhnik
87612	Yongquan		Qu
87613	Pangkuan		Chen
87614	Roger	A.	Lalancette
87615	Jordan	M.	Chinai
87616	Alexander	B.	Taylor
87617	Lisa	M.	Ryno
87618	Nicholas	D.	Hargreaves
87619	Christopher	A.	Morris
87620	P.	John	Hart
87621	Zhi-Min		Chen
87622	Qing-Wei		Zhang
87623	Zhi-Hua		Chen
87624	Jin-Miao		Tian
87625	Jordi		Burés
87626	Andy	M.	Chapman
87627	Aaron		Tan
87628	Janakiraman		Balachandran
87629	Seid		Sadat
87630	Vikram		Gavini
87631	Pramod		Reddy
87632	Sanjib	K.	Patra
87633	Rumman		Ahmed
87634	David	J.	Lunn
87635	Emma	L.	Dunphy
87636	Hirosato		Yamazaki
87637	Tomoya		Hakamata
87638	Manabu		Komi
87639	Daniel	A.	Wespe
87640	J.	Marian von	Hof
87641	Hiromasa		Yokoe
87642	Chika		Mitsuhashi
87643	Yoko		Matsuoka
87644	Xueshu		Li
87645	Zhi-Shi		Ye
87646	Brian	M.	Lamb
87647	Naoyuki		Koiso
87648	De-Hao		Tsai
87649	Tae	Joon	Cho
87650	Frank	W.	DelRio
87651	Julian		Taurozzi
87652	Michael	R.	Zachariah
87653	Vincent	A.	Hackley
87654	Kiran	Kumar	Manga
87655	Kazumasa		Naritani
87656	D.		Fairen-Jimenez
87657	S.	A.	Moggach
87658	M.	T.	Wharmby
87659	P.	A.	Wright
87660	S.		Parsons
87661	T.		Düren
87662	Jean-Charles		Eloi
87663	Graeme		Cambridge
87664	Daniel		Serra
87665	Christian		Devigny
87666	Francisco		Perez-Balderas
87667	Bastiaan		Hoogeland
87668	Serena		Cuboni
87669	Rudolf		Wachtel
87670	Christoph	P.	Mauch
87671	Katharine	J.	Webb
87672	Jan	M.	Deussing
87673	Felix		Hausch
87674	Marcin		Nowotny
87675	N.	Q.	Vinh
87676	S.	James	Allen
87677	Casey	R.	Wade
87678	Tzu-Pin		Lin
87679	Alice		Fok
87680	Gerd		Gröger
87681	Christian		Ruthard
87682	Jessica	R.	Marks
87683	Jesse		Placone
87684	Lauren	A.	Martini
87685	N.	W.	Ashcroft
87686	Stephen	M.	Mansell
87687	Alistair	J.	Fielding
87688	Florian		Brodhun
87689	Christian		Koch
87690	Roberta		Pievo
87691	Vasyl		Denysenkov
87692	Ivo		Feussner
87693	Amy	M.	Ruschak
87694	Rina		Rosenzweig
87695	Moritz		Liedtke
87696	Andreas		Sperlich
87697	Hannes		Kraus
87698	Andreas		Baumann
87699	Carsten		Deibel
87700	Maarten	J. M.	Wirix
87701	Vladimir		Dyakonov
87702	Torben		Gädt
87703	Gregor		Wowsnick
87704	Matthias		Friedrich
87705	Marc		Heggen
87706	Raul		Cardoso-Gil
87707	Andrew	M.	Lauer
87708	Farzeen		Mahmud
87709	Kazuki		Matsubara
87710	Takahito		Ohshiro
87711	Masayuki		Furuhashi
87712	Camila	Carrião M.	Garcia
87713	José	Pedro F.	Angeli
87714	Florêncio	P.	Freitas
87715	Osmar	F.	Gomes
87716	Tiago	F. de	Oliveira
87717	Ana	Paula M.	Loureiro
87718	Matthew	P.	Klein
87719	Markus	D.	Ong
87720	Stephen	J.	Fares
87721	Vitalie		Stavila
87722	Gregory	J.	Wagner
87723	Jian-Tao		Zhang
87724	Luling		Wang
87725	Nikolay		Kornienko
87726	Dayle		Larson
87727	Jie		Chen
87728	Ceren		Yalaz
87729	Allen	J.	Stacy
87730	Jon	N.	Marsh
87731	Adrien	J.	Göttle
87732	Praneeth	Reddy	Nimmala
87733	Yibing		Shan
87734	Michael	P.	Eastwood
87735	Ron	O.	Dror
87736	David	E.	Shaw
87737	James	T.	Hughes
87738	Dapeng		Zhang
87739	Meiling		Lu
87740	Levani		Zandarashvili
87741	Yikai		Wang
87742	Miguel		Jimenez
87743	Anders	S.	Hansen
87744	Eun-Ang		Raiber
87745	Hayden		Peacock
87746	Raymond	V.	Fucini
87747	José	M.	Ibarra-Soza
87748	Henry	J.	Haringsma
87749	W.	Michael	Flanagan
87750	Aarron		Willingham
87751	Yun		Liang
87752	Michael		Roos
87753	Daniela		Künzel
87754	Benedikt		Uhl
87755	Hsin-Hui		Huang
87756	Otavio	Brandao	Alves
87757	Harry	E.	Hoster
87758	Axel		Gross
87759	R.	Jürgen	Behm
87760	Julian	P.	Bigi
87761	Javier	L.	Urraca
87762	Carla	S. A.	Aureliano
87763	Hermann		Esselmann
87764	Jens		Wiltfang
87765	Tien	Teng	Ong
87766	Padmini		Kavuru
87767	Thanhha		Nguyen
87768	Ryan		Cantwell
87769	Łukasz		Wojtas
87770	Daniel		Gallenkamp
87771	Hyo	Won	Kim
87772	Seongjoon		Lim
87773	Kaoru		Tamada
87774	Young		Kuk
87775	Kazuki		Uchida
87776	Shefah		Qazi
87777	Jing-Hui		Liu
87778	Dong-Fen		Luo
87779	Yuya		Bando
87780	Konomi		Shimomura
87781	Ippei		Yamada
87782	Hiroyuki		Tsumatori
87783	Victor		Ho
87784	Bryan	W.	Boudouris
87785	Bryan	L.	McCulloch
87786	Christopher	G.	Shuttle
87787	Martin		Burkhardt
87788	Timothy	J.	Schmeier
87789	Erin	M.	Broderick
87790	Cuiling		Xu
87791	Miguel	Angel Del Aguila	Sanchez
87792	Ilya		Popov
87793	Sergey		Lindeman
87794	Ivan		Bogeski
87795	Rubin		Gulaboski
87796	Valentin		Mirceski
87797	Marina		Stefova
87798	Jasmina		Petreska
87799	Markus		Hoth
87800	Jean-David		Decoppet
87801	Shaik	Mohammed	Zakeeruddin
87802	Mohammad		Nazeeruddin
87803	Amrita	B.	Hazra
87804	Rung-Yi		Lai
87805	Gregory	P.	Donaldson
87806	Yiu-fai		Lam
87807	George	O.	Pates
87808	Leonard		Guler
87809	Woo	Jong	Cho
87810	Yeonchoo		Cho
87811	Seung	Kyu	Min
87812	Woo	Youn	Kim
87813	Sebastian		Leptihn
87814	J.	Clive	Ellory
87815	Nan-jie		Deng
87816	Weihua		Zheng
87817	Emillio		Gallicchio
87818	Pradeep	L.	Ramachandran
87819	Yang	Ouk	Jung
87820	Takao		Furubayashi
87821	Ze		Yu
87822	Shuping		Pang
87823	Si		Wu
87824	Christoph		Bubeck
87825	Revati		Kumar
87826	Tom		Keyes
87827	Xuelai		Luo
87828	Yongxiang		Liu
87829	Stefan		Kubicek
87830	Anthony		Tumber
87831	Stanley		Ng
87832	Ka	Hing	Che
87833	Jessica		Podoll
87834	Tom	D.	Heightman
87835	Udo		Oppermann
87836	Heshan	I.	Illangkoon
87837	Myong	Jung	Kim
87838	Matthew	A.	Carrigan
87839	Fabianne		Frye
87840	Fabian		Etzold
87841	Kwang-Sup		Lee
87842	Nam	Seob	Baek
87843	Brandy	J.	Johnson
87844	Vaibhav		Jain
87845	William	Judson Hervey	IV
87846	W.	Russ	Algar
87847	Jorge		González
87848	M.	Teresa	Portilla
87849	Tom		Willhammar
87850	Francisco	J.	Llopis
87851	Sergey	N.	Britvin
87852	Andriy		Lotnyk
87853	Lorenz		Kienle
87854	Wulf		Depmeier
87855	Ilit		Cohen-Ofri
87856	Joanna		Grzyb
87857	Irina	V.	Chernyshova
87858	Sathish		Ponnurangam
87859	Ponisseril		Somasundaran
87860	Davide		Fracasso
87861	Joel	A.	Kelly
87862	Amber	M.	Shukaliak
87863	Michael	D.	Fleischauer
87864	Xiaochen		Wang
87865	Carolin		Weigl
87866	Marina	M.	Safont-Sempere
87867	Matthias		Stolte
87868	Ikjun		Choi
87869	Rattanon		Suntivich
87870	Christopher	V.	Synatschke
87871	Richard	L.	Gieseck
87872	Benjamin		Andrews
87873	Parasharam	M.	Shirage
87874	Kunihiro		Kihou
87875	Chul-Ho		Lee
87876	Hijiri		Kito
87877	Hiroshi		Eisaki
87878	Akira		Iyo
87879	Hsin-Hung		Lu
87880	Yun-Sheng		Ma
87881	Neng-Jye		Yang
87882	Guan-Hong		Lin
87883	Yun-Chung		Wu
87884	Xiaowen		Hu
87885	Cédric		Laguri
87886	Nicolas		Sapay
87887	Hugues		Lortat-Jacob
87888	Xiaoning		Li
87889	Limary		Garcia-Gonzalez
87890	Bo		Yan
87891	Liyong		Chen
87892	Xiaoshuang		Shen
87893	Lin		Yao
87894	Liangfang		Zhu
87895	Zhiyuan		Zeng
87896	Chen		Cheng
87897	James		Barborak
87898	Paraskevi	O.	Lagaditis
87899	Nupur		Dabral
87900	Mark	A.	MacDonald
87901	Jenny		Chen
87902	Ry	R.	Forseth
87903	Ellen	M.	Fox
87904	DaWoon		Chung
87905	Barbara	J.	Howlett
87906	Myles	B.	Herbert
87907	Chris		Phillips
87908	Lee	R.	Roberts
87909	Markus		Schade
87910	Richard		Bazin
87911	Andrew		Bent
87912	Rob		Moore
87913	Andrew	D.	Pannifer
87914	Andrew	R.	Pickford
87915	Stephen	H.	Prior
87916	Christopher	M.	Read
87917	Andrew		Scott
87918	David	G.	Brown
87919	Stephen	L.	Irving
87920	Shunsuke		Tamba
87921	Keisuke		Shono
87922	Atsushi		Sugie
87923	Volodymyr		Lyaskovskyy
87924	Niels		Elders
87925	Wesley		Sattler
87926	Yu-ki		Sugiyama
87927	Rei		Kato
87928	Tetsuya		Sakurada
87929	Hai		Le
87930	Robert	E.	Kyne
87931	Adam		Zawistowski
87932	Michael		Ehrmann
87933	Wenwei		Qiu
87934	Michael	R.	Gesinski
87935	Kumiko		Yamamoto
87936	Tsutomu		Sato
87937	Satoru		Yoshida
87938	Hiroko		Hoshino
87939	Mizuki		Tanno
87940	Mami		Nakajima
87941	Janeth		Navarro
87942	Hunter		Champion
87943	James	E.	Mahaney
87944	Brian	G.	Burke
87945	Caitlyn		Dixon
87946	Elena	A.	Pritchina
87947	Ganna		Lyashenko
87948	Benjamin		Stein
87949	Katherine	H.	White
87950	Marek		Orzechowski
87951	Dominique		Fourmy
87952	Koen		Visscher
87953	Christopher		Koenigsmann
87954	Alexander	C.	Santulli
87955	Wei-ping		Zhou
87956	Eli		Sutter
87957	Travis	M.	Figg
87958	Ekatarina		Tkatchouk
87959	Don	Antoine	Lanfranchi
87960	Wing	C.	Tsoi
87961	David	T.	James
87962	Jong	Soo	Kim
87963	Patrick	G.	Nicholson
87964	Heera		Krishna
87965	Sudipta		Majumdar
87966	Agnes		Hajduczki
87967	Rosemarie		Vithayathil
87968	Tivoli	J.	Olsen
87969	Ryan	M.	Spitler
87970	Aaron	S.	Mendez
87971	Travis	D.	Thompson
87972	Axel		Kahnt
87973	Joakim		Kärnbratt
87974	Tommaso		Montefusco
87975	Tianli		Wang
87976	Lian-Gang		Zhuo
87977	Zhiwei		Li
87978	Ziyuan		Ding
87979	Yanmei		He
87980	Tomoko		Ohno
87981	Kohei		Miyata
87982	Hadas		Leonov
87983	Peleg		Astrahan
87984	Miriam		Krugliak
87985	Jeff	C.	Joyner
87986	Rafael	G.	Silva
87987	Emilio	F.	Merino
87988	Maria	B.	Cassera
87989	Michael	C.	Gwinner
87990	Reinhard		Berger
87991	Carol		Newby
87992	David	L.	Sloman
87993	John	R.	Butler
87994	Vinay		Gupta
87995	Neeraj		Chaudhary
87996	Ritu		Srivastava
87997	Gauri	Datt	Sharma
87998	Ramil		Bhardwaj
87999	Suresh		Chand
88000	Xinghua		Shi
88001	Seongjin		Park
88002	Sultan		Doganay
88003	Damien		Boudinet
88004	Mohammed		Benwadih
88005	Stéphane		Altazin
88006	Jean-Marie		Verilhac
88007	Eric	De	Vito
88008	Christophe		Serbutoviez
88009	Gilles		Horowitz
88010	Meher	K.	Prakash
88011	Brandon	J.	Burnett
88012	Paul	M.	Barron
88013	Chunhua		Hu
88014	Chuanfa		Ni
88015	Ralf		Haiges
88016	Fang-Yuan		Chang
88017	Lun		Pan
88018	Ji-Jun		Zou
88019	Xiangwen		Zhang
88020	Shuangluo		Xia
88021	William	H.	Konigsberg
88022	Jimin		Wang
88023	Marcus	J. C.	Long
88024	Hsin-Chieh		Lin
88025	G.	E.	Atilla-Gokcumen
88026	A.	V.	Bedigian
88027	S.		Sasse
88028	U.	S.	Eggert
88029	Motoyuki		Hagihara
88030	Fuyuko		Kinashi
88031	Johanna		Heine
88032	John	A.	Peters
88033	Sandy		Nguyen
88034	Hosub		Jin
88035	Bruce	W.	Wessels
88036	Yin	Pun	Hung
88037	Gary		Yellen
88038	Lisa	M.	Johnson
88039	Gianluca		Cioci
88040	Amrita		Srivastava
88041	Duraikkannu		Loganathan
88042	Serge		Pérez
88043	Elizabeth		Amir
88044	Olga	N.	Burchak
88045	Laurent		Mugherli
88046	Mariano		Ostuni
88047	Jean	Jacques	Lacapère
88048	Maxim	Y.	Balakirev
88049	Chad	M.	Amb
88050	Song		Chen
88051	Kenneth	R.	Graham
88052	Jegadesan		Subbiah
88053	Cephas	E.	Small
88054	Franky		So
88055	Dan	C.	Sorescu
88056	William	D.	Woodul
88057	Emma		Carter
88058	Masako		Nagai
88059	Sai	Pradeep	Velagapudi
88060	Steven	J.	Seedhouse
88061	Jonathan		French
88062	S.		Neyshtadt
88063	J.	P.	Jahnke
88064	R.	J.	Messinger
88065	A.		Rawal
88066	T.	Segal	Peretz
88067	D.		Huppert
88068	Christopher	J.	Barnett
88069	Stephanie	R.	Pendlebury
88070	Monica		Barroso
88071	Klas		Tybrandt
88072	Erik	O.	Gabrielsson
88073	Magnus		Berggren
88074	Adam	J.	Morris-Cohen
88075	Giannis		Bounos
88076	Subhadip		Ghosh
88077	Albert	K.	Lee
88078	Kateri	H.	DuBay
88079	Joshua	C.	Bolinger
88080	David	R.	Reichman
88081	Emmanuel	Ferrer	Flegeau
88082	Sabine		Depauw
88083	Raja		Nhili
88084	Michael	P.	Lee
88085	Abdelbasset	A.	Farahat
88086	Martial		Say
88087	Sarah		Chackal-Catoen
88088	Adalgisa		Batista-Parra
88089	Yoshio		Ando
88090	Vincent		Setola
88091	Bryan	L.	Roth
88092	Judith	B.	Rommel
88093	Robert		Vácha
88094	Jean-Sebastien		Samson
88095	Abbas	Abou	Hamdan
88096	Deepak	P.	Singh
88097	Wouter	J.H.	Borghols
88098	Ugo		Lafont
88099	Lucas		Haverkate
88100	Sang	Ho	Lim
88101	Jonathan	D.	Emery
88102	Leonor		Alves
88103	José	Ramón	Cabrero-Antonino
88104	Miguel	Angel	Correa-Duarte
88105	Ernest		Mendoza
88106	Yuchuan		Zheng
88107	Melissa		Patterson
88108	Sebastian		Kmiecik
88109	Magdalena		Zimnicka
88110	Joshua	A.	Gregersen
88111	Theo		Rispens
88112	Pleuni	Ooijevaar-de	Heer
88113	Onno		Bende
88114	Rob	C.	Aalberse
88115	Feng		Yin
88116	Zhi	Wei	Wang
88117	Richard	E.	Palmer
88118	Congjian		Pei
88119	Yeming		Xu
88120	Joe		Gao
88121	Nelu		Grinberg
88122	Bruce		Lu
88123	R.	Bryn	Fenwick
88124	Dragomir		Milovanovic
88125	Nils	A.	Lakomek
88126	Basker		Sundararaju
88127	Mathieu		Achard
88128	Yuichi		Shiga
88129	Isamu		Moriguchi
88130	Fujio		Okino
88131	Satoshi		Igawa
88132	Masataka		Yashima
88133	Isao		Kawata
88134	Masahisa		Osawa
88135	Jamal	A.	Malik
88136	Mikhail		Zibinsky
88137	Jason		Perman
88138	Ronald	L.	Musselman
88139	Carissa	M.	Vetromile
88140	Piotr	A.	Pieniazek
88141	Craig	J.	Tainter
88142	Jae	Seung	Ha
88143	Chia-Hung		Chen
88144	Aniruddh		Sarkar
88145	Yong-Ak		Song
88146	Miles	A.	Miller
88147	Sung	Jae	Kim
88148	Linda	G.	Griffith
88149	Christian	von	Malotki
88150	Lena		Arnold
88151	Nobuyoshi		Koshino
88152	Ryo		Maeda
88153	Shigeyuki		Kono
88154	Vasiliki		Lykourinou
88155	Yao		Chen
88156	Le		Meng
88157	Tran		Hoang
88158	Yoshihiro		Oonishi
88159	Akihito		Hosotani
88160	Brenton		Hammer
88161	Zachariah		Page
88162	Chuanhong		Jin
88163	Niya		Sa
88164	Wenliang		Huang
88165	Debamalya		Banerjee
88166	Ioannis	N.	Lykakis
88167	Androniki		Psyllaki
88168	Charles	P.	Frazier
88169	Jarred	R.	Engelking
88170	Linlin		Yang
88171	Gengjie		Lin
88172	Degang		Liu
88173	Karl	J.	Dria
88174	Lenaic		Lartigue
88175	Thangavel		Kalaivani
88176	Azzam		Awwad
88177	Maria	del Mar Sanchez	Duque
88178	Christian		Guérin
88179	Jean-Louis	Georges	Montero
88180	Christopher	E.	Bradburne
88181	Alexander	M.	Gigler
88182	Frank		Deubel
88183	Max		Seifert
88184	Lucas	H.	Hess
88185	Candy	Haley Yi Xuan	Lim
88186	Ian	D.	Sharp
88187	Romulo		Araoz
88188	Denis		Servent
88189	Jordi		Molgó
88190	Bogdan	I.	Iorga
88191	Carole		Fruchart-Gaillard
88192	Evelyne		Benoit
88193	Craig		Stivala
88194	Kazuyuki		Maeda
88195	Katie		Beleznay
88196	Lawrence	A.	Huck
88197	Claire		Deeb
88198	Carole		Ecoffet
88199	Renaud		Bachelot
88200	Alexandre		Bouhelier
88201	Olivier		Soppera
88202	Jesús	M.	Fernández-Hernández
88203	Cheng-Han		Yang
88204	Juan	I.	Beltrán
88205	Jêrôme		Cornil
88206	Michael	G.	Chudzinski
88207	Corey	A.	McClary
88208	Joseph		Moran
88209	Jiho		Shin
88210	Deu	S.	Bhange
88211	Wha	Jung	Kim
88212	Krystal	A.	Morales
88213	Mauricio		Lasagna
88214	Alexey	V.	Gribenko
88215	Gregory	D.	Reinhart
88216	James	C.	Lee
88217	Pingwei		Li
88218	Wenyong		Liu
88219	Carlos		Cabezas
88220	Masahiro		Abo
88221	Lehui		Xiao
88222	Yanxia		Qiao
88223	Manabu		Tanaka
88224	Keita		Fukasawa
88225	Eriko		Nishino
88226	Susumu		Yamaguchi
88227	Byungchan		Bae
88228	Brian	E.	Hardin
88229	Thomas		Moehl
88230	Yuichi		Fujimori
88231	Franziska		Ringleb
88232	Xiang		Shao
88233	Fernando		Stavale
88234	Timothy	S.	Arthur
88235	Sarah	J.	Fredrick
88236	Jannik		Larsen
88237	Nikos	S.	Hatzakis
88238	Seung-Ho		Jung
88239	Chen		Chen
88240	Bongjun		Yeom
88241	Lindsay	R.	Merte
88242	Falk	M.	Eichhorn
88243	Helene		Zeuthen
88244	Lars	C.	Grabow
88245	Kiyoto		Hori
88246	Vincent	N.	Cavaliere
88247	Balazs		Pinter
88248	Attilio	V.	Vargiu
88249	Francesca		Collu
88250	Robert		Schulz
88251	Klaas	M.	Pos
88252	Ulrich		Kleinekathöfer
88253	Satpal		Virdee
88254	Thomas		Elliott
88255	Julia		Madrzak
88256	Lutz		Riechmann
88257	Yiwen		Li
88258	I-Fan		Hsieh
88259	Guoliang		Zhang
88260	Yan		Cao
88261	Katsuaki		Kawasumi
88262	Kazuki		Kobayashi
88263	David		Gatineau
88264	Laurent		Giordano
88265	Volkan		Ortalan
88266	Wataru		Nihashi
88267	Yo		Shimizu
88268	John	L. Kulp	III
88269	John	L. Kulp	Jr.
88270	Stanley	C.S.	Lai
88271	Petr	V.	Dudin
88272	Wen-Jie		Lan
88273	Weiping		Liu
88274	Yuanming		Li
88275	Kaisheng		Liu
88276	Jibin		Song
88277	Aiping		Liu
88278	Min		Kuang
88279	Badr	El	Aroussi
88280	Soumaila		Zebret
88281	Céline		Besnard
88282	Sunkyu		Han
88283	Guoqi		Zhang
88284	Jennifer	A.	Zampese
88285	Emmanuel		Vrancken
88286	Souad		Ouizem
88287	Nacira		Alouane
88288	Eve		Roubineau
88289	Kamel		Bentayeb
88290	Pierre		Mangeney
88291	Natalia		Zamoshchik
88292	A.	Ravikumar	Reddy
88293	Galit		Fridman-Marueli
88294	Ruo-Xu		Gu
88295	Limin	Angela	Liu
88296	Dong-Qing		Wei
88297	Jian-Guo		Du
88298	Wenqin		Wang
88299	Gregory	J.	Tudryn
88300	Matthias	J. N.	Junk
88301	Alexandre		Herman
88302	André		Bouillez
88303	Daniel		Florea
88304	Geoffrey	W.	Rogers
88305	Jefferson	Z.	Liu
88306	Zhong-Ke		Yao
88307	Beidou		Guo
88308	Jingrun		Ran
88309	Baohong		Zhang
88310	Huijuan		Yan
88311	Jian	Ru	Gong
88312	Pia	K.	Nielsen
88313	Oliver		Spadiut
88314	Farid	M.	Ibatullin
88315	Jonelle		Peart
88316	Fredrika		Gullfot
88317	Carlos		Martinez-Fleites
88318	Marcus		Ruda
88319	Chunlin		Xu
88320	Gustav		Sundqvist
88321	Mihai		Sturza
88322	Dmitry		Filimonov
88323	Nicolas		Tiercelin
88324	Florence		Porcher
88325	Laurent		Aldon
88326	Bishwajit		Paul
88327	Mikki	G.	Boswell
88328	Fanny	G.	Yeung
88329	Vinayak		Dravid
88330	Mercouri		Kanatzidis
88331	Marta	C.	Figueiredo
88332	Victor		Climent
88333	Torben		Gillich
88334	Edmondo	M.	Benetti
88335	Ekaterina		Rakhmatullina
88336	Rupert		Konradi
88337	Arthur	F.	Monzingo
88338	Zhihong		Ke
88339	Jon	D.	Robertus
88340	Naama		Karton-Lifshin
88341	Ehud		Segal
88342	Ronit		Satchi-Fainaro
88343	Robert	M.	Vernon
88344	Benxin		Jing
88345	Ahmed	A.	Yakasai
88346	Jack		Davison
88347	Zahida		Wasil
88348	Laura	M.	Halo
88349	Colin	M.	Lazarus
88350	Andrew	M.	Bailey
88351	Thomas	J.	Simpson
